sana;sanaluokka;taso;aikaleima (dd.mm.yyyy HH:MM:SS)
sum;2;4;15-08-2022 15:28:35
surgery;1;4;16-10-2022 00:30:51
surround;2;4;11-10-2022 23:32:35
surrounding;3;4;28-10-2022 02:19:03
survey;2;4;24-04-2022 23:23:15
suspect;2;4;03-12-2022 20:51:21
suspect;1;4;09-01-2022 05:28:38
swear;2;4;06-03-2022 08:24:39
sweep;2;4;21-08-2022 10:00:21
switch;1;4;17-03-2022 05:00:58
sympathy;1;4;30-11-2022 01:10:56
tale;1;4;02-05-2022 20:10:41
tank;1;4;26-11-2022 06:03:48
target;2;4;20-07-2022 10:08:32
tear;2;4;07-07-2022 02:45:01
tear;1;4;12-05-2022 01:22:21
tear;1;4;02-06-2022 00:57:30
temporary;3;4;14-05-2022 15:28:36
term;2;4;28-09-2022 21:53:36
therapy;1;4;12-02-2022 07:45:06
threat;1;4;11-04-2022 04:04:39
threaten;2;4;04-03-2022 17:19:06
thus;4;4;16-02-2022 06:20:09
time;2;4;13-08-2022 04:15:22
title;2;4;16-12-2022 13:11:00
tone;1;4;02-06-2022 08:37:16
tough;3;4;11-10-2022 23:14:05
track;2;4;22-04-2022 18:34:28
transfer;2;4;06-06-2022 14:16:48
transfer;1;4;22-02-2022 01:15:16
transform;2;4;12-05-2022 11:23:28
transition;1;4;14-12-2022 13:24:57
trial;1;4;07-03-2022 06:39:47
trip;2;4;11-07-2022 20:26:59
tropical;3;4;07-08-2022 18:00:46
trouble;2;4;25-07-2022 20:09:48
truly;4;4;18-10-2022 03:36:43
trust;1;4;26-08-2022 08:42:53
trust;2;4;06-07-2022 09:38:58
try;1;4;15-12-2022 13:42:50
tune;1;4;17-01-2022 01:17:55
tunnel;1;4;15-03-2022 05:27:09
ultimately;4;4;07-10-2022 10:59:36
unconscious;3;4;27-04-2022 02:20:20
unexpected;3;4;20-06-2022 00:09:44
unique;3;4;04-07-2022 05:59:40
universe;1;4;23-02-2022 08:34:17
unknown;3;4;12-08-2022 12:17:38
upper;3;4;22-12-2022 00:56:07
upwards;4;4;26-09-2022 22:20:54
urban;3;4;29-01-2022 03:43:45
urge;2;4;25-04-2022 03:19:47
value;2;4;18-09-2022 01:24:25
vary;2;4;21-08-2022 01:34:08
vast;3;4;29-06-2022 02:33:39
venue;1;4;05-07-2022 04:49:12
very;3;4;24-12-2022 02:31:42
via;5;4;20-12-2022 11:08:30
victory;1;4;18-05-2022 08:18:24
violence;1;4;26-10-2022 14:43:18
virtual;3;4;26-01-2022 18:11:03
vision;1;4;13-05-2022 15:01:39
visual;3;4;03-07-2022 14:08:22
vital;3;4;25-08-2022 17:48:20
vitamin;1;4;25-04-2022 14:49:10
volume;1;4;17-09-2022 16:30:53
wage;1;4;09-04-2022 19:29:06
way;4;4;30-06-2022 08:45:01
weakness;1;4;07-12-2022 00:00:27
wealth;1;4;24-11-2022 10:47:53
wealthy;3;4;08-10-2022 11:23:45
whereas;9;4;19-05-2022 00:01:46
wherever;9;4;16-03-2022 19:33:21
whisper;2;4;20-04-2022 11:35:19
whisper;1;4;09-06-2022 15:10:07
whom;8;4;26-08-2022 07:33:13
widely;4;4;13-04-2022 18:35:12
wildlife;1;4;21-07-2022 16:01:09
willing;3;4;16-08-2022 01:30:13
wind;2;4;22-07-2022 04:19:05
wire;1;4;13-08-2022 10:58:02
wise;3;4;17-10-2022 17:57:50
witness;1;4;01-12-2022 13:57:53
witness;2;4;03-08-2022 15:33:39
worse;1;4;22-09-2022 05:49:38
worst;1;4;01-07-2022 16:58:34
worth;1;4;18-12-2022 05:42:35
wound;1;4;28-05-2022 02:52:58
wound;2;4;25-12-2022 19:42:39
wrap;2;4;09-04-2022 01:03:56
wrong;1;4;26-01-2022 01:06:55
yet;9;4;22-08-2022 13:18:50
zone;1;4;16-05-2022 17:25:24
absorb;2;4;12-05-2022 07:58:24
abstract;3;4;19-10-2022 09:03:25
accent;1;4;17-12-2022 09:21:43
accidentally;4;4;23-05-2022 04:43:10
accommodate;2;4;27-06-2022 17:12:13
accomplish;2;4;02-10-2022 13:20:12
accountant;1;4;01-08-2022 06:23:54
accuracy;1;4;18-06-2022 18:49:36
accurately;4;4;04-12-2022 09:52:28
acid;1;4;15-10-2022 22:15:08
activate;2;4;26-05-2022 00:39:37
addiction;1;4;23-03-2022 02:19:31
additionally;4;4;06-10-2022 00:13:57
adequate;3;4;28-08-2022 20:15:58
adequately;4;4;29-11-2022 00:34:04
adjust;2;4;16-02-2022 15:58:14
affordable;3;4;10-08-2022 00:28:49
agriculture;1;4;20-05-2022 20:40:05
aids;1;4;02-06-2022 20:15:31
alien;1;4;22-09-2022 00:11:09
alongside;5;4;17-03-2022 13:09:27
altogether;4;4;16-11-2022 02:37:22
ambulance;1;4;02-10-2022 09:22:07
amusing;3;4;23-07-2022 17:25:15
analyst;1;4;13-11-2022 05:28:31
ancestor;1;4;20-12-2022 21:45:51
animation;1;4;09-02-2022 06:28:24
annually;4;4;23-11-2022 05:01:11
anticipate;2;4;25-04-2022 09:44:51
anxiety;1;4;14-11-2022 03:37:08
apology;1;4;24-01-2022 01:28:40
applicant;1;4;24-11-2022 15:10:41
appropriately;4;4;25-11-2022 11:53:53
arrow;1;4;04-05-2022 13:49:52
artwork;1;4;13-08-2022 04:03:40
aside;4;4;20-03-2022 11:00:23
asset;1;4;01-12-2022 02:21:50
assign;2;4;19-06-2022 15:08:54
assistance;1;4;21-01-2022 09:37:15
assumption;1;4;26-07-2022 23:03:40
assure;2;4;20-07-2022 14:39:18
astonishing;3;4;21-07-2022 12:58:17
attachment;1;4;09-08-2022 22:57:32
auction;1;4;06-12-2022 06:36:51
audio;3;4;01-09-2022 17:21:11
automatic;3;4;25-04-2022 04:26:50
automatically;4;4;19-01-2022 17:01:52
awareness;1;4;05-04-2022 22:04:24
awkward;3;4;17-10-2022 12:21:40
badge;1;4;18-05-2022 05:37:51
balanced;3;4;17-03-2022 21:47:19
ballet;1;4;23-07-2022 17:32:51
balloon;1;4;22-02-2022 20:36:26
barely;4;4;12-10-2022 14:17:27
bargain;1;4;22-03-2022 05:30:42
basement;1;4;08-07-2022 13:10:28
basket;1;4;16-07-2022 12:31:23
bat;1;4;29-05-2022 02:10:16
beneficial;3;4;06-12-2022 07:49:38
beside;5;4;31-01-2022 21:00:31
besides;5;4;13-07-2022 17:28:22
besides;4;4;17-03-2022 13:47:24
bias;1;4;25-12-2022 16:10:47
bid;1;4;22-04-2022 02:03:30
bid;2;4;19-04-2022 03:53:54
biological;3;4;19-11-2022 19:58:35
blanket;1;4;13-04-2022 07:27:09
blow;1;4;07-02-2022 22:17:59
bold;3;4;03-08-2022 19:55:41
bombing;1;4;06-04-2022 00:54:53
booking;1;4;15-09-2022 01:21:29
boost;2;4;15-03-2022 01:33:48
boost;1;4;25-07-2022 22:51:24
bound;3;4;09-09-2022 05:55:11
brick;1;4;24-03-2022 12:30:56
briefly;4;4;15-06-2022 13:54:39
broadcaster;1;4;05-07-2022 01:33:33
broadly;4;4;14-02-2022 23:49:02
bug;1;4;14-12-2022 07:24:56
cabin;1;4;07-12-2022 04:34:59
canal;1;4;18-12-2022 20:27:38
candle;1;4;03-11-2022 00:34:40
carbon;1;4;04-03-2022 02:04:28
casual;3;4;22-10-2022 19:33:58
cave;1;4;27-07-2022 14:56:56
certainty;1;4;15-01-2022 08:11:18
certificate;1;4;09-01-2022 19:02:18
challenging;3;4;13-02-2022 07:21:56
championship;1;4;01-02-2022 00:59:12
charming;3;4;01-04-2022 21:33:58
chase;2;4;09-04-2022 03:27:47
chase;1;4;01-11-2022 04:42:48
cheek;1;4;20-11-2022 23:40:20
cheer;2;4;10-10-2022 06:45:50
cheer;1;4;06-10-2022 13:26:10
choir;1;4;13-12-2022 12:36:04
chop;2;4;07-09-2022 02:52:08
circuit;1;4;07-06-2022 15:23:26
civilization;1;4;01-09-2022 11:34:59
clarify;2;4;11-02-2022 18:51:54
classify;2;4;03-07-2022 18:37:49
clerk;1;4;24-05-2022 01:52:11
cliff;1;4;27-11-2022 13:49:06
clinic;1;4;11-11-2022 14:10:09
clip;1;4;17-09-2022 18:27:03
coincidence;1;4;11-03-2022 10:07:49
collector;1;4;29-08-2022 21:26:21
colony;1;4;30-09-2022 10:13:52
colourful;3;4;19-08-2022 08:09:03
comic;3;4;13-11-2022 12:21:35
comic;1;4;26-07-2022 02:46:54
commander;1;4;04-08-2022 00:22:45
comparative;3;4;04-05-2022 22:46:23
completion;1;4;14-07-2022 14:12:03
compose;2;4;17-08-2022 10:03:01
composer;1;4;10-06-2022 11:45:59
compound;1;4;24-01-2022 04:08:32
comprehensive;3;4;26-04-2022 19:15:29
comprise;2;4;08-06-2022 18:51:38
compulsory;3;4;30-09-2022 22:54:46
concrete;3;4;05-07-2022 00:42:10
concrete;1;4;31-05-2022 02:08:53
confess;2;4;28-04-2022 21:02:26
confusion;1;4;25-05-2022 09:26:05
consequently;4;4;05-12-2022 03:35:25
conservation;1;4;19-08-2022 17:37:29
considerable;3;4;14-01-2022 10:59:21
considerably;4;4;22-06-2022 11:57:01
consistently;4;4;18-04-2022 17:57:36
conspiracy;1;4;28-05-2022 12:47:48
consult;2;4;14-05-2022 13:56:33
consultant;1;4;09-12-2022 12:58:58
consumption;1;4;09-09-2022 06:36:19
controversial;3;4;03-05-2022 04:52:24
controversy;1;4;21-02-2022 01:02:36
convenience;1;4;14-09-2022 06:13:02
convention;1;4;23-12-2022 22:28:08
conventional;3;4;01-07-2022 20:21:40
convey;2;4;08-07-2022 05:35:40
convincing;3;4;12-09-2022 12:56:47
cope;2;4;03-09-2022 11:32:44
corporation;1;4;27-07-2022 21:08:01
corridor;1;4;07-07-2022 15:01:45
counter (long flat surface);1;4;16-02-2022 16:24:12
coverage;1;4;27-10-2022 01:43:43
crack;2;4;18-04-2022 06:37:08
crack;1;4;20-03-2022 15:52:21
craft;1;4;16-08-2022 07:07:57
creativity;1;4;13-12-2022 12:01:43
critically;4;4;07-06-2022 22:50:08
cruise;1;4;11-02-2022 02:00:33
cruise;2;4;14-03-2022 06:13:52
cue;1;4;16-11-2022 03:24:43
curious;3;4;10-09-2022 08:11:42
curriculum;1;4;23-07-2022 13:16:03
cute;3;4;29-10-2022 23:52:52
dairy;1;4;15-04-2022 05:00:19
dairy;3;4;31-05-2022 12:16:00
dare;2;4;14-11-2022 21:38:01
darkness;1;4;02-07-2022 00:30:57
database;1;4;16-01-2022 14:25:54
deadline;1;4;21-10-2022 07:35:13
deadly;3;4;02-09-2022 04:49:11
dealer;1;4;28-01-2022 20:27:01
deck;1;4;02-07-2022 21:45:38
defender;1;4;04-08-2022 01:38:45
delete;2;4;31-12-2022 21:48:14
democracy;1;4;13-05-2022 13:16:03
democratic;3;4;09-02-2022 19:49:53
demonstration;1;4;19-04-2022 08:59:59
depart;2;4;23-12-2022 05:27:15
dependent;3;4;04-06-2022 00:28:01
deposit;1;4;22-05-2022 18:15:40
depression;1;4;25-09-2022 00:16:29
derive;2;4;27-04-2022 10:43:57
desperately;4;4;04-07-2022 15:11:16
destruction;1;4;25-12-2022 21:56:45
determination;1;4;11-09-2022 23:28:02
devote;2;4;18-01-2022 17:52:55
differ;2;4;16-08-2022 19:53:36
disability;1;4;07-05-2022 06:21:08
disabled;3;4;27-11-2022 10:40:18
disagreement;1;4;25-11-2022 12:33:55
disappoint;2;4;24-09-2022 19:17:16
disappointment;1;4;23-12-2022 11:56:45
discourage;2;4;01-08-2022 20:28:31
disorder;1;4;27-10-2022 14:28:41
distant;3;4;15-06-2022 01:54:57
distinct;3;4;20-07-2022 00:33:20
distinguish;2;4;07-10-2022 16:14:37
distract;2;4;03-10-2022 23:17:36
disturb;2;4;21-03-2022 16:18:44
dive;2;4;17-05-2022 11:04:58
dive;1;4;20-03-2022 01:58:10
diverse;3;4;31-05-2022 20:37:19
diversity;1;4;31-01-2022 12:36:44
divorce;1;4;22-01-2022 17:32:59
divorce;2;4;14-04-2022 16:39:59
dominant;3;4;07-11-2022 11:21:32
donation;1;4;07-01-2022 14:08:08
dot;1;4;10-08-2022 01:12:49
downtown;1;4;05-02-2022 01:06:02
downtown;3;4;05-08-2022 08:02:17
downtown;4;4;03-08-2022 13:31:14
dramatically;4;4;10-12-2022 12:56:37
drought;1;4;06-09-2022 15:06:07
dull;3;4;29-03-2022 08:10:38
dump;2;4;02-08-2022 02:15:00
duration;1;4;14-05-2022 22:30:51
dynamic;3;4;27-10-2022 09:56:11
economics;1;4;27-05-2022 05:44:22
economist;1;4;16-01-2022 06:15:17
editorial;3;4;18-09-2022 18:53:40
efficiently;4;4;11-07-2022 11:44:42
elbow;1;4;28-07-2022 23:04:16
electronics;1;4;30-08-2022 03:05:52
elegant;3;4;22-03-2022 17:57:35
elementary;3;4;21-04-2022 16:58:37
eliminate;2;4;03-03-2022 16:52:56
embrace;2;4;31-01-2022 23:17:05
emission;1;4;29-11-2022 21:40:12
emotionally;4;4;18-09-2022 11:18:34
empire;1;4;08-10-2022 05:34:30
enjoyable;3;4;30-11-2022 00:40:01
entertaining;3;4;14-11-2022 13:38:40
entrepreneur;1;4;11-01-2022 04:52:47
envelope;1;4;05-04-2022 17:26:32
equip;2;4;15-05-2022 23:29:51
equivalent;1;4;09-02-2022 08:13:34
equivalent;3;4;15-11-2022 15:20:19
era;1;4;22-05-2022 17:53:53
erupt;2;4;03-04-2022 06:25:55
essentially;4;4;19-06-2022 06:31:57
ethic;1;4;29-11-2022 22:24:52
ethnic;3;4;29-03-2022 23:07:04
evaluation;1;4;11-03-2022 10:12:22
evident;3;4;27-10-2022 19:01:58
evolution;1;4;09-07-2022 04:28:45
evolve;2;4;14-06-2022 08:24:43
exceed;2;4;14-08-2022 07:32:04
exception;1;4;04-06-2022 15:25:17
excessive;3;4;04-12-2022 22:19:27
exclude;2;4;31-01-2022 05:16:43
exhibit;2;4;13-11-2022 16:45:36
exhibit;1;4;05-04-2022 11:50:43
exit;1;4;15-05-2022 08:32:25
exotic;3;4;03-09-2022 07:31:50
expansion;1;4;05-04-2022 14:15:31
expertise;1;4;07-08-2022 06:49:14
exploit;2;4;26-12-2022 01:02:30
exposure;1;4;08-09-2022 20:24:47
extension;1;4;25-01-2022 05:30:26
extensive;3;4;26-12-2022 23:41:08
extensively;4;4;19-12-2022 20:31:14
extract;1;4;13-05-2022 15:51:18
fabric;1;4;19-10-2022 01:00:48
fabulous;3;4;29-10-2022 01:18:09
failed;3;4;24-05-2022 08:58:18
fake;3;4;21-01-2022 20:02:48
fame;1;4;17-09-2022 07:00:35
fantasy;1;4;31-01-2022 19:06:37
fare;1;4;19-03-2022 23:18:02
federal;3;4;16-02-2022 04:31:47
fever;1;4;15-06-2022 02:20:10
firefighter;1;4;23-04-2022 09:04:05
firework;1;4;08-03-2022 21:32:40
firm;3;4;31-08-2022 18:24:25
firmly;4;4;05-01-2022 13:00:15
flavour;1;4;23-03-2022 22:33:21
fond;3;4;16-04-2022 22:00:15
fool;1;4;10-07-2022 04:41:59
forbid;2;4;24-04-2022 06:30:29
forecast;1;4;20-07-2022 14:50:33
forecast;2;4;08-04-2022 01:14:37
format;1;4;17-09-2022 17:50:15
formation;1;4;04-02-2022 08:36:03
formerly;4;4;30-05-2022 09:05:43
fortunate;3;4;28-04-2022 15:57:25
forum;1;4;10-11-2022 09:31:56
fossil;1;4;30-10-2022 14:15:46
foundation;1;4;14-05-2022 18:05:27
founder;1;4;01-12-2022 20:20:27
fraction;1;4;09-12-2022 08:59:37
fragment;1;4;22-07-2022 02:32:00
framework;1;4;27-03-2022 11:55:49
fraud;1;4;20-08-2022 15:37:11
freely;4;4;04-07-2022 05:31:30
frequent;3;4;26-01-2022 11:58:09
fulfil;2;4;07-03-2022 11:15:44
time;3;4;23-05-2022 18:41:57
time;4;4;14-04-2022 17:54:37
fundamentally;4;4;05-07-2022 19:33:04
furious;3;4;27-11-2022 20:08:02
gaming;1;4;03-06-2022 15:32:04
gay;3;4;09-08-2022 11:46:53
gender;1;4;24-04-2022 19:19:06
gene;1;4;18-08-2022 03:28:33
genetic;3;4;15-10-2022 06:10:03
genius;1;4;20-06-2022 03:41:45
genuine;3;4;07-10-2022 11:37:13
genuinely;4;4;02-01-2022 18:19:50
gesture;1;4;24-01-2022 16:45:05
gig;1;4;16-11-2022 22:30:24
globalization;1;4;29-10-2022 06:32:51
globe;1;4;22-05-2022 06:46:52
golden;3;4;10-02-2022 21:18:00
goodness;1;4;12-06-2022 02:46:22
gorgeous;3;4;24-06-2022 23:43:15
governor;1;4;07-02-2022 00:11:13
graphic;3;4;22-07-2022 18:06:23
graphics;1;4;13-08-2022 09:05:34
greatly;4;4;14-01-2022 17:36:42
greenhouse;1;4;22-10-2022 18:01:29
grocery;1;4;19-04-2022 11:06:16
guideline;1;4;14-12-2022 08:44:37
habitat;1;4;30-12-2022 18:46:52
harbour;1;4;12-11-2022 17:01:03
headquarters;1;4;09-03-2022 05:16:41
heal;2;4;01-12-2022 01:14:45
healthcare;1;4;15-02-2022 15:47:47
helmet;1;4;06-11-2022 06:51:15
hence;4;4;14-09-2022 05:44:05
herb;1;4;06-09-2022 13:27:15
hidden;3;4;20-11-2022 19:15:38
highway;1;4;01-12-2022 23:18:58
hilarious;3;4;10-05-2022 23:32:51
hip;1;4;07-04-2022 13:15:54
historian;1;4;20-05-2022 01:55:10
homeless;3;4;22-11-2022 21:58:21
honesty;1;4;19-07-2022 14:24:37
hook;2;4;11-11-2022 20:33:22
hopefully;4;4;14-11-2022 15:34:43
hunger;1;4;18-08-2022 12:08:47
hypothesis;1;4;18-04-2022 13:13:49
icon;1;4;02-12-2022 22:08:16
id;1;4;10-02-2022 11:44:22
identical;3;4;27-10-2022 14:54:53
illusion;1;4;12-03-2022 23:53:13
immigration;1;4;14-12-2022 14:58:28
immune;3;4;14-12-2022 04:56:52
implement;2;4;28-09-2022 02:01:28
implication;1;4;05-04-2022 20:05:03
incentive;1;4;26-08-2022 04:14:07
incorporate;2;4;03-08-2022 14:38:46
incorrect;3;4;26-11-2022 04:31:47
independence;1;4;21-06-2022 07:27:09
index;1;4;07-11-2022 12:44:52
indication;1;4;22-12-2022 21:58:14
inevitable;3;4;24-09-2022 06:38:32
inevitably;4;4;20-09-2022 19:04:25
infer;2;4;04-10-2022 11:47:09
inflation;1;4;28-11-2022 01:58:48
info;1;4;22-06-2022 14:06:32
infrastructure;1;4;20-09-2022 23:39:36
inhabitant;1;4;20-08-2022 14:54:57
inherit;2;4;11-02-2022 20:17:09
ink;1;4;24-03-2022 21:08:37
innovation;1;4;02-05-2022 20:32:47
innovative;3;4;16-05-2022 23:01:37
input;1;4;09-04-2022 00:59:11
insert;2;4;20-01-2022 09:37:40
inspector;1;4;22-07-2022 04:20:35
installation;1;4;22-09-2022 04:00:19
instant;3;4;05-01-2022 11:37:49
instantly;4;4;22-04-2022 05:47:02
integrate;2;4;09-05-2022 12:33:13
intellectual;3;4;22-09-2022 14:40:46
interact;2;4;03-10-2022 09:53:20
interaction;1;4;14-02-2022 18:12:31
interpretation;1;4;10-05-2022 23:26:28
interval;1;4;05-06-2022 03:21:38
invade;2;4;21-02-2022 08:54:48
invasion;1;4;25-01-2022 21:26:31
investor;1;4;22-06-2022 09:25:44
isolate;2;4;26-06-2022 10:18:37
isolated;3;4;25-12-2022 04:59:33
jail;1;4;13-10-2022 14:13:02
jail;2;4;16-09-2022 01:17:21
jet;1;4;10-08-2022 16:46:13
joint;3;4;14-03-2022 08:27:57
joint;1;4;19-04-2022 21:55:59
journalism;1;4;22-12-2022 00:25:43
jury;1;4;21-05-2022 19:18:44
kit;1;4;18-06-2022 17:21:43
ladder;1;4;06-12-2022 18:38:01
landing;1;4;05-12-2022 15:43:35
lane;1;4;14-02-2022 22:00:10
lately;4;4;06-10-2022 01:08:40
leaflet;1;4;18-07-2022 11:07:19
legend;1;4;11-08-2022 21:57:38
lens;1;4;06-06-2022 17:06:25
lifetime;1;4;31-05-2022 02:29:18
lighting;1;4;24-09-2022 03:42:20
likewise;4;4;18-10-2022 00:40:24
limitation;1;4;10-10-2022 21:07:05
literally;4;4;29-03-2022 23:19:15
literary;3;4;02-09-2022 23:50:27
litre;1;4;20-11-2022 16:36:29
litter;1;4;25-03-2022 13:59:37
logo;1;4;24-12-2022 18:39:53
lottery;1;4;30-09-2022 07:32:32
loyal;3;4;15-05-2022 22:27:32
lyric;1;4;12-05-2022 07:16:54
magnificent;3;4;13-10-2022 12:00:20
up;1;4;19-10-2022 03:31:10
making;1;4;23-06-2022 21:36:35
manufacture;2;4;21-03-2022 04:00:52
manufacturing;1;4;07-02-2022 16:51:08
marathon;1;4;11-07-2022 09:27:44
margin;1;4;07-05-2022 16:32:47
marker;1;4;21-09-2022 16:39:09
martial;3;4;29-12-2022 18:35:58
mate;1;4;02-11-2022 04:34:37
mate;2;4;20-12-2022 14:32:25
mayor;1;4;07-07-2022 10:42:21
mechanic;1;4;25-01-2022 03:51:06
mechanical;3;4;04-01-2022 17:31:06
mechanism;1;4;16-07-2022 04:59:49
medal;1;4;14-10-2022 06:21:27
medication;1;4;05-11-2022 04:23:00
membership;1;4;05-06-2022 09:07:31
memorable;3;4;15-03-2022 03:17:31
metaphor;1;4;26-03-2022 15:14:08
miner;1;4;26-07-2022 14:38:50
miserable;3;4;17-12-2022 06:18:25
mode;1;4;12-08-2022 22:41:23
modest;3;4;21-09-2022 04:19:35
monster;1;4;14-01-2022 10:31:03
monthly;3;4;23-05-2022 09:45:20
monument;1;4;17-02-2022 18:32:37
moreover;4;4;01-06-2022 10:24:30
mortgage;1;4;08-12-2022 09:44:58
mosque;1;4;23-03-2022 22:14:59
motion;1;4;03-01-2022 17:23:04
motivate;2;4;19-10-2022 08:06:09
motivation;1;4;28-10-2022 08:17:11
moving;3;4;08-06-2022 08:54:12
myth;1;4;13-04-2022 12:55:23
naked;3;4;13-10-2022 22:19:35
nasty;3;4;20-06-2022 12:04:25
navigation;1;4;16-05-2022 05:01:21
nearby;3;4;23-09-2022 14:15:10
nearby;4;4;13-10-2022 17:56:58
necessity;1;4;14-06-2022 19:17:26
negotiate;2;4;11-06-2022 15:12:42
negotiation;1;4;21-06-2022 08:57:51
neutral;3;4;31-10-2022 09:31:36
newly;4;4;02-01-2022 18:15:38
norm;1;4;11-04-2022 15:17:40
notebook;1;4;01-05-2022 10:36:11
novelist;1;4;20-03-2022 03:13:00
nowadays;4;4;14-10-2022 14:12:34
nursing;3;4;14-11-2022 16:30:18
nutrition;1;4;08-10-2022 10:29:42
obesity;1;4;11-04-2022 15:58:37
observer;1;4;05-01-2022 05:52:27
obstacle;1;4;25-02-2022 15:51:06
occupation;1;4;12-09-2022 21:43:41
occupy;2;4;12-10-2022 07:18:06
offender;1;4;03-10-2022 06:12:58
ongoing;3;4;13-03-2022 14:45:43
openly;4;4;17-02-2022 17:52:11
opera;1;4;30-09-2022 14:29:48
operator;1;4;30-11-2022 13:56:36
optimistic;3;4;02-06-2022 23:51:53
orchestra;1;4;13-10-2022 15:39:18
organic;3;4;16-07-2022 17:37:53
outfit;1;4;05-05-2022 05:37:37
output;1;4;04-06-2022 12:05:30
outstanding;3;4;28-04-2022 03:56:51
overcome;2;4;04-12-2022 19:06:23
overnight;4;4;03-04-2022 19:03:28
overseas;4;4;03-06-2022 10:48:51
overseas;3;4;22-09-2022 08:55:07
ownership;1;4;10-06-2022 11:13:44
oxygen;1;4;20-05-2022 09:03:40
packet;1;4;28-08-2022 16:04:39
palm;1;4;04-02-2022 18:32:08
panic;1;4;29-11-2022 21:32:43
parade;1;4;14-02-2022 08:48:25
parallel;3;4;10-09-2022 01:27:46
parallel;1;4;27-05-2022 23:05:32
participation;1;4;12-08-2022 01:22:31
partnership;1;4;12-10-2022 07:16:02
time;3;4;03-11-2022 19:07:08
time;4;4;26-05-2022 15:20:41
passionate;3;4;23-08-2022 23:13:23
password;1;4;24-02-2022 22:42:12
patience;1;4;15-02-2022 19:40:11
pause;2;4;15-03-2022 03:26:37
pause;1;4;20-12-2022 22:01:25
peer;1;4;28-12-2022 21:57:43
penalty;1;4;17-03-2022 22:55:39
perceive;2;4;22-04-2022 06:06:54
perception;1;4;25-01-2022 15:40:31
permanently;4;4;21-08-2022 13:33:45
pill;1;4;25-01-2022 11:51:24
pity;1;4;26-05-2022 13:58:08
placement;1;4;30-04-2022 04:40:14
portion;1;4;12-12-2022 23:07:37
potentially;4;4;03-07-2022 07:14:02
precede;2;4;16-03-2022 20:14:23
precious;3;4;17-09-2022 08:31:25
precise;3;4;17-08-2022 07:18:42
precisely;4;4;03-03-2022 18:47:54
predictable;3;4;08-08-2022 23:26:28
preference;1;4;29-11-2022 22:13:54
pride;1;4;28-06-2022 22:15:47
primarily;4;4;01-04-2022 09:01:39
principal;3;4;30-09-2022 19:24:37
prior;3;4;31-03-2022 16:50:26
probability;1;4;21-09-2022 17:20:45
probable;3;4;30-12-2022 10:43:52
proceed;2;4;21-06-2022 13:31:25
programming;1;4;18-01-2022 16:28:25
progressive;3;4;16-10-2022 17:24:06
prohibit;2;4;20-08-2022 00:25:21
promising;3;4;11-09-2022 00:31:07
promotion;1;4;15-03-2022 11:42:46
prompt;2;4;28-11-2022 01:25:49
proportion;1;4;24-01-2022 16:18:01
protein;1;4;10-05-2022 13:04:52
protester;1;4;04-08-2022 15:57:59
psychological;3;4;21-01-2022 03:19:48
publicity;1;4;26-10-2022 10:14:07
publishing;1;4;23-06-2022 00:12:21
punk;1;4;03-12-2022 17:13:53
purely;4;4;06-11-2022 18:41:30
pursuit;1;4;06-03-2022 15:09:36
puzzle;1;4;24-01-2022 08:28:01
questionnaire;1;4;11-11-2022 03:01:04
racial;3;4;03-01-2022 18:12:46
racism;1;4;29-01-2022 08:34:58
racist;3;4;23-01-2022 09:33:35
racist;1;4;25-09-2022 18:23:23
radiation;1;4;27-03-2022 06:35:09
rail;1;4;09-06-2022 05:49:20
random;3;4;23-08-2022 20:26:30
rat;1;4;12-03-2022 16:57:40
rating;1;4;26-10-2022 22:53:17
reasonably;4;4;12-02-2022 19:48:52
rebuild;2;4;23-10-2022 19:49:13
receiver;1;4;10-02-2022 16:45:17
recession;1;4;08-01-2022 20:06:56
reckon;2;4;07-09-2022 16:20:19
recognition;1;4;02-03-2022 01:49:06
recovery;1;4;24-09-2022 07:00:26
recruit;2;4;17-12-2022 14:34:42
recruit;1;4;19-04-2022 02:50:08
recruitment;1;4;20-03-2022 04:52:48
referee;1;4;21-12-2022 07:49:54
refugee;1;4;01-11-2022 01:15:08
registration;1;4;02-10-2022 18:13:50
regulate;2;4;29-03-2022 22:32:13
reinforce;2;4;18-05-2022 20:46:57
relieve;2;4;20-04-2022 04:03:07
relieved;3;4;23-10-2022 12:16:31
remarkable;3;4;20-02-2022 16:41:25
remarkably;4;4;12-06-2022 00:40:41
reporting;1;4;02-01-2022 08:41:09
resign;2;4;20-10-2022 23:59:51
resolution;1;4;03-11-2022 19:58:48
restore;2;4;28-03-2022 00:08:37
restrict;2;4;10-03-2022 00:52:25
restriction;1;4;20-01-2022 06:51:59
retail;1;4;01-11-2022 08:05:50
retirement;1;4;12-05-2022 07:49:00
revenue;1;4;15-12-2022 01:45:29
revision;1;4;08-05-2022 20:13:16
ridiculous;3;4;12-10-2022 11:58:20
risky;3;4;24-02-2022 04:31:23
rival;1;4;29-09-2022 06:23:57
rival;3;4;30-04-2022 04:09:31
rob;2;4;25-05-2022 03:24:46
robbery;1;4;14-06-2022 06:50:10
rocket;1;4;07-08-2022 02:37:07
romance;1;4;14-09-2022 19:43:34
rose;1;4;04-03-2022 06:47:53
roughly;4;4;21-03-2022 14:23:39
ruin;2;4;23-01-2022 04:48:46
ruin;1;4;16-02-2022 22:41:17
satisfaction;1;4;13-10-2022 19:17:59
